iteration,loss,epsilon,eval_reward,avg_pieces_placed,avg_score,timestamp
3110000,14893.612411,0.0100,-679.7115,0.00,0.00,2026-04-14T13:41:30.060305
3120000,15207.660108,0.0100,-672.3750,0.00,0.00,2026-04-14T13:59:59.090284
3130000,15790.401234,0.0100,-741.5268,0.00,0.00,2026-04-14T14:18:17.892649
3140000,15679.813772,0.0100,-577.6362,0.00,0.00,2026-04-14T14:36:40.741746
3150000,15773.131933,0.0100,-683.5789,0.00,0.00,2026-04-14T14:55:02.198951
3160000,15733.333468,0.0100,-845.6321,0.00,0.00,2026-04-14T15:14:06.431131
3170000,15708.796439,0.0100,-344.7735,0.00,0.00,2026-04-14T15:32:28.959055
3180000,15572.850438,0.0100,-665.3567,0.00,0.00,2026-04-14T15:50:48.706969
3190000,15436.410167,0.0100,-652.5095,0.00,0.00,2026-04-14T16:09:13.140791
3200000,15473.956181,0.0100,-353.2626,0.00,0.00,2026-04-14T16:27:37.519398
3210000,14870.721663,0.0100,-244.8618,0.00,0.00,2026-04-14T16:46:05.041519
3220000,15570.309916,0.0100,-495.5030,0.00,0.00,2026-04-14T17:04:29.570860
3230000,15465.523222,0.0100,-768.1074,0.00,0.00,2026-04-14T17:22:53.692029
3240000,15199.855048,0.0100,-712.4136,0.00,0.00,2026-04-14T17:41:16.544749
3250000,15056.099118,0.0100,-578.3844,0.00,0.00,2026-04-14T17:59:41.994860
3260000,14793.755751,0.0100,-457.1495,0.00,0.00,2026-04-14T18:18:07.819252
3270000,14760.112359,0.0100,-959.0700,0.00,0.00,2026-04-14T18:36:33.930413
3280000,14645.816551,0.0100,-348.0424,0.00,0.00,2026-04-14T18:54:59.448779
3290000,14562.289959,0.0100,-831.2316,0.00,0.00,2026-04-14T19:17:40.493192
3300000,14953.866505,0.0100,-764.0792,0.00,0.00,2026-04-14T19:36:11.093585
3310000,15288.996195,0.0100,-691.5643,0.00,0.00,2026-04-14T19:54:59.027740
3320000,15411.428895,0.0100,-641.9019,0.00,0.00,2026-04-14T20:13:39.324441
3330000,15156.839931,0.0100,-774.5161,0.00,0.00,2026-04-14T20:32:11.654021
3340000,15234.997267,0.0100,-683.5435,0.00,0.00,2026-04-14T20:50:48.538560
3350000,15406.169145,0.0100,-226.0116,0.00,0.00,2026-04-14T21:09:23.535362
3360000,15517.762663,0.0100,-927.6722,0.00,0.00,2026-04-14T21:27:59.384576
3370000,15272.384816,0.0100,-355.1196,0.00,0.00,2026-04-14T21:46:30.539985
3380000,15207.845004,0.0100,-595.2419,0.00,0.00,2026-04-14T22:05:01.866669
3390000,14906.311024,0.0100,-806.2369,0.00,0.00,2026-04-14T22:23:48.824237
3400000,14837.326720,0.0100,-581.8949,0.00,0.00,2026-04-14T22:42:23.190165
3410000,15093.658100,0.0100,-631.3694,0.00,0.00,2026-04-14T23:01:04.231427
3420000,15088.682467,0.0100,-667.0824,0.00,0.00,2026-04-14T23:19:40.672164
3430000,15428.411166,0.0100,-457.8753,0.00,0.00,2026-04-14T23:38:13.318996
3440000,15062.726613,0.0100,-1076.0289,0.00,0.00,2026-04-14T23:56:44.627449
3450000,15045.554009,0.0100,-712.2339,0.00,0.00,2026-04-15T00:15:18.949286
3460000,14971.515025,0.0100,-660.4294,0.00,0.00,2026-04-15T00:33:52.786814
3470000,15209.345453,0.0100,-1000.3655,0.00,0.00,2026-04-15T00:52:22.077548
3480000,15162.670179,0.0100,-375.1947,0.00,0.00,2026-04-15T01:11:02.127790
