iteration,loss,epsilon,eval_reward,avg_pieces_placed,avg_score,timestamp
1410000,79024.758442,0.0100,778.7520,0.00,0.00,2026-04-18T09:19:39.229373
1420000,35185.474208,0.0100,240.6400,0.00,0.00,2026-04-18T09:39:32.577312
1430000,28042.192322,0.0100,170.0160,0.00,0.00,2026-04-18T09:59:27.264120
1440000,22396.045547,0.0100,-124.2880,0.00,0.00,2026-04-18T10:19:17.338043
1450000,22609.197790,0.0100,148.8640,0.00,0.00,2026-04-18T10:39:39.263876
1460000,22465.228038,0.0100,-177.8240,0.00,0.00,2026-04-18T10:59:54.961163
1470000,21900.190170,0.0100,527.6480,0.00,0.00,2026-04-18T11:20:50.889461
1480000,20314.176429,0.0100,500.1280,0.00,0.00,2026-04-18T11:41:20.085210
1490000,20069.676061,0.0100,460.1600,0.00,0.00,2026-04-18T12:01:38.173331
1500000,19921.342912,0.0100,296.4480,0.00,0.00,2026-04-18T12:21:49.354762
1510000,19816.376858,0.0100,-387.6480,0.00,0.00,2026-04-18T12:41:36.628311
1520000,19662.299608,0.0100,-207.6160,0.00,0.00,2026-04-18T13:01:21.341794
1530000,19521.112371,0.0100,196.3200,0.00,0.00,2026-04-18T13:21:14.457370
1540000,19264.982870,0.0100,-12.8320,0.00,0.00,2026-04-18T13:41:23.148945
1550000,19198.176758,0.0100,253.8880,0.00,0.00,2026-04-18T14:01:31.532026
1560000,19166.420364,0.0100,114.0480,0.00,0.00,2026-04-18T14:23:34.738528
1570000,18786.199617,0.0100,600.6080,0.00,0.00,2026-04-18T14:43:46.798996
1580000,18739.772744,0.0100,-75.0720,0.00,0.00,2026-04-18T15:03:49.560425
1590000,18920.731419,0.0100,291.2000,0.00,0.00,2026-04-18T15:23:34.848595
1600000,18930.113697,0.0100,525.5040,0.00,0.00,2026-04-18T15:43:29.308505
1610000,18839.517859,0.0100,-39.3600,0.00,0.00,2026-04-18T16:03:15.070745
1620000,19279.819388,0.0100,-100.4480,0.00,0.00,2026-04-18T16:23:08.350092
1630000,19238.412285,0.0100,-394.2400,0.00,0.00,2026-04-18T16:43:05.339678
1640000,19061.369129,0.0100,772.6720,0.00,0.00,2026-04-18T17:02:55.140000
1650000,18025.540940,0.0100,605.7280,0.00,0.00,2026-04-18T17:23:48.151138
1660000,18617.455006,0.0100,413.8880,0.00,0.00,2026-04-18T17:43:41.291099
1670000,18210.202677,0.0100,-110.8160,0.00,0.00,2026-04-18T18:03:49.344055
1680000,18197.518656,0.0100,223.9040,0.00,0.00,2026-04-18T18:23:50.363552
1690000,17906.405592,0.0100,753.3120,0.00,0.00,2026-04-18T18:44:04.398111
1700000,18407.391052,0.0100,-98.9760,0.00,0.00,2026-04-18T19:04:05.973814
1710000,17885.843034,0.0100,-402.9120,0.00,0.00,2026-04-18T19:24:07.046274
