episode,timestamp,total_reward,pieces_placed,lines_cleared,avg_reward_100,avg_pieces_100,epsilon,avg_loss_200,curriculum_level
3466,2026-04-21 03:56:26,95.0,29,6,195.4,47.15,0.05,11.37961,0
3467,2026-04-21 03:56:29,25.0,24,3,193.8,46.9,0.05,11.38868,0
3468,2026-04-21 03:56:32,65.0,30,7,193.9,46.88,0.05,11.38268,0
3469,2026-04-21 03:56:37,205.0,56,17,193.6,46.95,0.05,11.34294,0
3470,2026-04-21 03:56:43,355.0,54,20,197.0,47.32,0.05,11.31321,0
3471,2026-04-21 03:56:45,25.0,26,3,196.4,47.19,0.05,11.34402,0
3472,2026-04-21 03:56:50,245.0,48,15,197.8,47.33,0.05,11.2794,0
3473,2026-04-21 03:56:53,85.0,31,7,198.6,47.43,0.05,11.27069,0
3474,2026-04-21 03:56:58,245.0,54,19,200.6,47.75,0.05,11.30481,0
3475,2026-04-21 03:57:03,215.0,51,16,200.6,47.75,0.05,11.32231,0
3476,2026-04-21 03:57:07,215.0,46,14,198.8,47.5,0.05,11.35948,0
3477,2026-04-21 03:57:12,215.0,50,14,200.3,47.67,0.05,11.44139,0
3478,2026-04-21 03:57:16,145.0,41,11,198.8,47.43,0.05,11.41688,0
3479,2026-04-21 03:57:19,65.0,31,5,198.2,47.32,0.05,11.39489,0
3480,2026-04-21 03:57:27,505.0,88,33,200.3,47.68,0.05,11.3964,0
3481,2026-04-21 03:57:31,95.0,41,10,197.9,47.43,0.05,11.42987,0
3482,2026-04-21 03:57:36,235.0,54,18,199.5,47.67,0.05,11.50074,0
3483,2026-04-21 03:57:40,115.0,43,12,198.9,47.64,0.05,11.47805,0
3484,2026-04-21 03:57:43,95.0,27,6,198.8,47.5,0.05,11.47992,0
3485,2026-04-21 03:57:48,295.0,51,18,200.3,47.57,0.05,11.51585,0
3486,2026-04-21 03:57:52,235.0,47,14,199.8,47.42,0.05,11.53223,0
3487,2026-04-21 03:57:58,205.0,56,17,200.0,47.52,0.05,11.50644,0
3488,2026-04-21 03:58:00,45.0,25,3,199.4,47.38,0.05,11.53128,0
3489,2026-04-21 03:58:04,145.0,45,13,199.4,47.45,0.05,11.45459,0
3490,2026-04-21 03:58:11,395.0,66,22,200.0,47.48,0.05,11.40985,0
3491,2026-04-21 03:58:13,85.0,24,5,197.5,47.07,0.05,11.41636,0
3492,2026-04-21 03:58:16,75.0,30,6,196.9,46.9,0.05,11.40019,0
3493,2026-04-21 03:58:20,225.0,50,15,195.8,46.64,0.05,11.39426,0
3494,2026-04-21 03:58:25,175.0,48,14,196.3,46.77,0.05,11.45748,0
3495,2026-04-21 03:58:29,195.0,40,12,196.0,46.64,0.05,11.46516,0
3496,2026-04-21 03:58:33,125.0,44,13,194.7,46.48,0.05,11.48291,0
3497,2026-04-21 03:58:36,75.0,36,8,194.2,46.46,0.05,11.51662,0
3498,2026-04-21 03:58:39,75.0,30,6,194.8,46.57,0.05,11.5283,0
3499,2026-04-21 03:58:44,185.0,51,15,189.3,45.94,0.05,11.49075,0
3500,2026-04-21 03:58:47,55.0,28,6,188.9,45.88,0.05,11.45321,0
3501,2026-04-21 03:58:52,155.0,53,16,185.4,45.51,0.05,11.4847,0
3502,2026-04-21 03:58:56,115.0,39,10,183.6,45.26,0.05,11.51755,0
3503,2026-04-21 03:59:05,535.0,95,38,187.6,45.81,0.05,11.52869,0
3504,2026-04-21 03:59:07,75.0,29,6,184.9,45.37,0.05,11.52091,0
3505,2026-04-21 03:59:11,65.0,34,7,181.6,44.91,0.05,11.53428,0
3506,2026-04-21 03:59:18,375.0,71,26,182.9,45.0,0.05,11.50671,0
3507,2026-04-21 03:59:24,295.0,73,26,183.8,45.38,0.05,11.53482,0
3508,2026-04-21 03:59:30,295.0,56,20,183.9,45.38,0.05,11.44479,0
3509,2026-04-21 03:59:34,205.0,47,13,184.2,45.39,0.05,11.3801,0
3510,2026-04-21 03:59:39,205.0,49,15,184.1,45.34,0.05,11.40442,0
3511,2026-04-21 03:59:45,335.0,67,24,185.7,45.57,0.05,11.4038,0
3512,2026-04-21 03:59:50,175.0,48,14,186.6,45.75,0.05,11.40031,0
3513,2026-04-21 03:59:56,255.0,61,20,188.3,46.03,0.05,11.37986,0
3514,2026-04-21 04:00:00,255.0,44,14,189.4,46.03,0.05,11.3641,0
3515,2026-04-21 04:00:07,415.0,78,30,191.7,46.31,0.05,11.39675,0
3516,2026-04-21 04:00:11,135.0,42,12,192.3,46.4,0.05,11.43151,0
3517,2026-04-21 04:00:15,105.0,38,9,189.9,46.07,0.05,11.53706,0
3518,2026-04-21 04:00:21,215.0,61,22,191.1,46.33,0.05,11.55444,0
3519,2026-04-21 04:00:26,325.0,58,19,192.5,46.46,0.05,11.53623,0
3520,2026-04-21 04:00:31,145.0,44,11,192.1,46.38,0.05,11.59457,0
3521,2026-04-21 04:00:34,125.0,38,11,189.1,45.93,0.05,11.5481,0
3522,2026-04-21 04:00:38,145.0,36,11,190.1,46.03,0.05,11.49279,0
3523,2026-04-21 04:00:39,5.0,14,1,188.8,45.76,0.05,11.51596,0
3524,2026-04-21 04:00:45,285.0,65,23,187.8,45.68,0.05,11.49385,0
3525,2026-04-21 04:00:49,65.0,35,7,188.1,45.83,0.05,11.4352,0
3526,2026-04-21 04:00:53,155.0,43,12,188.2,45.81,0.05,11.40585,0
3527,2026-04-21 04:00:55,55.0,27,4,187.8,45.78,0.05,11.42844,0
3528,2026-04-21 04:00:58,85.0,34,7,187.7,45.76,0.05,11.46081,0
3529,2026-04-21 04:01:04,265.0,61,21,188.8,45.91,0.05,11.43931,0
3530,2026-04-21 04:01:08,135.0,37,8,187.1,45.56,0.05,11.4534,0
3531,2026-04-21 04:01:11,55.0,31,6,183.6,45.02,0.05,11.43178,0
3532,2026-04-21 04:01:16,165.0,49,15,182.6,45.01,0.05,11.52267,0
3533,2026-04-21 04:01:19,105.0,41,11,182.9,45.16,0.05,11.55376,0
3534,2026-04-21 04:01:27,485.0,76,29,185.2,45.42,0.05,11.58152,0
3535,2026-04-21 04:01:31,185.0,50,15,186.7,45.67,0.05,11.55274,0
3536,2026-04-21 04:01:36,195.0,46,14,188.6,46.0,0.05,11.52906,0
3537,2026-04-21 04:01:47,825.0,119,49,194.1,46.57,0.05,11.53612,0
3538,2026-04-21 04:01:51,115.0,39,10,192.8,46.41,0.05,11.51316,0
3539,2026-04-21 04:01:54,65.0,31,5,193.0,46.47,0.05,11.52759,0
3540,2026-04-21 04:01:58,235.0,48,14,193.9,46.47,0.05,11.50957,0
3541,2026-04-21 04:02:01,55.0,29,6,189.8,46.06,0.05,11.56269,0
3542,2026-04-21 04:02:03,-5.0,15,0,188.4,45.74,0.05,11.53,0
3543,2026-04-21 04:02:08,235.0,54,18,187.6,45.64,0.05,11.54061,0
3544,2026-04-21 04:02:10,35.0,24,4,186.5,45.42,0.05,11.55977,0
3545,2026-04-21 04:02:12,95.0,23,4,183.8,44.95,0.05,11.55519,0
3546,2026-04-21 04:02:16,165.0,39,11,182.2,44.67,0.05,11.52319,0
3547,2026-04-21 04:02:21,205.0,52,17,182.9,44.8,0.05,11.51495,0
3548,2026-04-21 04:02:24,65.0,31,7,180.9,44.49,0.05,11.5568,0
3549,2026-04-21 04:02:27,55.0,33,6,181.3,44.62,0.05,11.57464,0
3550,2026-04-21 04:02:32,235.0,47,16,181.6,44.67,0.05,11.54862,0
3551,2026-04-21 04:02:33,15.0,17,2,181.4,44.59,0.05,11.57357,0
3552,2026-04-21 04:02:38,165.0,47,13,182.5,44.75,0.05,11.62649,0
3553,2026-04-21 04:02:41,135.0,33,8,182.9,44.79,0.05,11.60033,0
3554,2026-04-21 04:02:45,245.0,49,15,183.0,44.73,0.05,11.5317,0
3555,2026-04-21 04:02:51,375.0,62,22,185.4,44.95,0.05,11.49994,0
3556,2026-04-21 04:02:55,95.0,39,10,185.8,45.01,0.05,11.47629,0
3557,2026-04-21 04:03:01,265.0,59,19,186.3,45.05,0.05,11.44947,0
3558,2026-04-21 04:03:12,585.0,114,47,191.8,45.93,0.05,11.49123,0
3559,2026-04-21 04:03:14,15.0,23,2,190.9,45.86,0.05,11.50323,0
3560,2026-04-21 04:03:16,15.0,20,2,182.9,45.55,0.05,11.47599,0
3561,2026-04-21 04:03:22,245.0,62,21,183.8,45.77,0.05,11.44995,0
3562,2026-04-21 04:03:25,75.0,32,6,183.0,45.56,0.05,11.48308,0
3563,2026-04-21 04:03:30,355.0,60,20,185.2,45.79,0.05,11.47927,0
3564,2026-04-21 04:03:34,75.0,32,6,181.3,45.32,0.05,11.46891,0
3565,2026-04-21 04:03:36,55.0,28,4,181.2,45.26,0.05,11.51981,0
3566,2026-04-21 04:03:42,295.0,63,22,183.2,45.6,0.05,11.56822,0
3567,2026-04-21 04:03:47,175.0,49,14,184.7,45.85,0.05,11.60597,0
3568,2026-04-21 04:03:52,275.0,58,20,186.8,46.13,0.05,11.66689,0
3569,2026-04-21 04:03:56,135.0,42,12,186.1,45.99,0.05,11.60874,0
3570,2026-04-21 04:03:58,45.0,21,3,183.0,45.66,0.05,11.67597,0
3571,2026-04-21 04:04:02,95.0,36,8,183.7,45.76,0.05,11.69582,0
3572,2026-04-21 04:04:07,215.0,57,18,183.4,45.85,0.05,11.66822,0
3573,2026-04-21 04:04:11,135.0,41,10,183.9,45.95,0.05,11.60723,0
3574,2026-04-21 04:04:15,145.0,44,13,182.9,45.85,0.05,11.6416,0
3575,2026-04-21 04:04:17,-5.0,13,0,180.7,45.47,0.05,11.62696,0
3576,2026-04-21 04:04:18,15.0,17,2,178.7,45.18,0.05,11.5728,0
3577,2026-04-21 04:04:23,225.0,51,19,178.8,45.19,0.05,11.58585,0
3578,2026-04-21 04:04:27,135.0,44,12,178.7,45.22,0.05,11.55371,0
3579,2026-04-21 04:04:33,805.0,61,23,186.1,45.52,0.05,11.6531,0
3580,2026-04-21 04:04:37,175.0,44,12,182.8,45.08,0.05,11.63424,0
3581,2026-04-21 04:04:41,155.0,41,12,183.4,45.08,0.05,11.60885,0
3582,2026-04-21 04:04:42,5.0,13,1,181.1,44.67,0.05,11.57716,0
3583,2026-04-21 04:04:48,195.0,57,20,181.9,44.81,0.05,11.56825,0
3584,2026-04-21 04:04:50,5.0,17,1,181.0,44.71,0.05,11.53256,0
3585,2026-04-21 04:04:53,125.0,42,11,179.3,44.62,0.05,11.49679,0
3586,2026-04-21 04:04:57,125.0,35,9,178.2,44.5,0.05,11.52194,0
3587,2026-04-21 04:05:05,465.0,86,33,180.8,44.8,0.05,11.52108,0
3588,2026-04-21 04:05:08,45.0,27,5,180.8,44.82,0.05,11.53349,0
3589,2026-04-21 04:05:12,115.0,40,10,180.5,44.77,0.05,11.57101,0
3590,2026-04-21 04:05:18,255.0,64,22,179.1,44.75,0.05,11.54281,0
3591,2026-04-21 04:05:21,65.0,33,7,178.9,44.84,0.05,11.48043,0
3592,2026-04-21 04:05:24,85.0,32,7,179.0,44.86,0.05,11.58874,0
3593,2026-04-21 04:05:30,335.0,69,26,180.1,45.05,0.05,11.52361,0
3594,2026-04-21 04:05:35,135.0,43,12,179.7,45.0,0.05,11.51122,0
3595,2026-04-21 04:05:41,415.0,71,26,181.9,45.31,0.05,11.47336,0
3596,2026-04-21 04:05:46,265.0,54,17,183.3,45.41,0.05,11.53889,0
3597,2026-04-21 04:05:52,205.0,55,17,184.6,45.6,0.05,11.58683,0
3598,2026-04-21 04:05:54,35.0,23,4,184.2,45.53,0.05,11.61131,0
3599,2026-04-21 04:06:01,445.0,73,27,186.8,45.75,0.05,11.73536,0
3600,2026-04-21 04:06:06,265.0,57,19,188.9,46.04,0.05,11.65768,0
3601,2026-04-21 04:06:14,475.0,87,34,192.1,46.38,0.05,11.64644,0
3602,2026-04-21 04:06:19,145.0,47,13,192.4,46.46,0.05,11.56029,0
3603,2026-04-21 04:06:22,95.0,30,6,188.0,45.81,0.05,11.52467,0
3604,2026-04-21 04:06:26,225.0,47,15,189.5,45.99,0.05,11.48146,0
3605,2026-04-21 04:06:31,165.0,47,13,190.5,46.12,0.05,11.44607,0
3606,2026-04-21 04:06:34,45.0,29,5,187.2,45.7,0.05,11.44502,0
3607,2026-04-21 04:06:37,155.0,41,10,185.8,45.38,0.05,11.4312,0
3608,2026-04-21 04:06:43,185.0,47,13,184.7,45.29,0.05,11.48909,0
3609,2026-04-21 04:06:46,105.0,35,9,183.7,45.17,0.05,11.52227,0
3610,2026-04-21 04:06:49,45.0,30,5,182.1,44.98,0.05,11.50427,0
3611,2026-04-21 04:06:51,55.0,22,4,179.3,44.53,0.05,11.49072,0
3612,2026-04-21 04:06:54,45.0,25,3,178.0,44.3,0.05,11.48089,0
3613,2026-04-21 04:06:56,35.0,26,4,175.8,43.95,0.05,11.48635,0
3614,2026-04-21 04:07:02,385.0,63,21,177.1,44.14,0.05,11.50105,0
3615,2026-04-21 04:07:07,135.0,44,12,174.3,43.8,0.05,11.45619,0
3616,2026-04-21 04:07:12,325.0,61,21,176.2,43.99,0.05,11.46948,0
3617,2026-04-21 04:07:16,135.0,43,12,176.5,44.04,0.05,11.46061,0
3618,2026-04-21 04:07:20,155.0,41,10,175.9,43.84,0.05,11.45331,0
3619,2026-04-21 04:07:24,85.0,36,7,173.5,43.62,0.05,11.45395,0
3620,2026-04-21 04:07:29,215.0,52,16,174.2,43.7,0.05,11.45094,0
3621,2026-04-21 04:07:35,295.0,64,22,175.9,43.96,0.05,11.46644,0
3622,2026-04-21 04:07:40,255.0,55,18,177.0,44.15,0.05,11.48898,0
3623,2026-04-21 04:07:46,405.0,65,23,181.0,44.66,0.05,11.53947,0
3624,2026-04-21 04:07:48,5.0,21,1,178.2,44.22,0.05,11.55352,0
3625,2026-04-21 04:07:51,95.0,34,8,178.5,44.21,0.05,11.55251,0
3626,2026-04-21 04:07:59,415.0,76,28,181.1,44.54,0.05,11.5778,0
3627,2026-04-21 04:08:09,605.0,115,49,186.6,45.42,0.05,11.45425,0
3628,2026-04-21 04:08:13,125.0,38,11,187.0,45.46,0.05,11.3922,0
3629,2026-04-21 04:08:15,15.0,17,2,184.5,45.02,0.05,11.35462,0
3630,2026-04-21 04:08:19,125.0,44,11,184.4,45.09,0.05,11.31847,0
3631,2026-04-21 04:08:29,675.0,103,42,190.6,45.81,0.05,11.32817,0
3632,2026-04-21 04:08:36,435.0,80,30,193.3,46.12,0.05,11.31786,0
3633,2026-04-21 04:08:42,275.0,60,20,195.0,46.31,0.05,11.386,0
3634,2026-04-21 04:08:45,95.0,35,8,191.1,45.9,0.05,11.38852,0
3635,2026-04-21 04:08:49,115.0,41,10,190.4,45.81,0.05,11.38134,0
3636,2026-04-21 04:08:55,325.0,57,19,191.7,45.92,0.05,11.44379,0
3637,2026-04-21 04:08:58,65.0,32,5,184.1,45.05,0.05,11.42334,0
3638,2026-04-21 04:08:59,-5.0,14,0,182.9,44.8,0.05,11.40011,0
3639,2026-04-21 04:09:02,65.0,31,5,182.9,44.8,0.05,11.41188,0
3640,2026-04-21 04:09:06,145.0,43,11,182.0,44.75,0.05,11.42868,0
3641,2026-04-21 04:09:13,295.0,64,22,184.4,45.1,0.05,11.46357,0
3642,2026-04-21 04:09:18,285.0,62,21,187.3,45.57,0.05,11.50207,0
3643,2026-04-21 04:09:21,85.0,31,7,185.8,45.34,0.05,11.46188,0
3644,2026-04-21 04:09:26,215.0,52,16,187.6,45.62,0.05,11.45285,0
3645,2026-04-21 04:09:31,145.0,46,13,188.1,45.85,0.05,11.389,0
3646,2026-04-21 04:09:34,85.0,37,9,187.3,45.83,0.05,11.39626,0
3647,2026-04-21 04:09:42,395.0,75,28,189.2,46.06,0.05,11.37143,0
3648,2026-04-21 04:09:45,65.0,34,7,189.2,46.09,0.05,11.36951,0
3649,2026-04-21 04:09:48,105.0,32,7,189.7,46.08,0.05,11.3668,0
3650,2026-04-21 04:09:55,375.0,75,28,191.1,46.36,0.05,11.42309,0
3651,2026-04-21 04:09:59,105.0,39,9,192.0,46.58,0.05,11.43034,0
3652,2026-04-21 04:10:03,145.0,45,13,191.8,46.56,0.05,11.41076,0
3653,2026-04-21 04:10:07,145.0,41,11,191.9,46.64,0.05,11.44955,0
3654,2026-04-21 04:10:09,15.0,24,2,189.6,46.39,0.05,11.41875,0
3655,2026-04-21 04:10:13,95.0,33,8,186.8,46.1,0.05,11.40493,0
3656,2026-04-21 04:10:20,345.0,74,27,189.3,46.45,0.05,11.40516,0
3657,2026-04-21 04:10:24,155.0,43,12,188.2,46.29,0.05,11.44483,0
3658,2026-04-21 04:10:27,75.0,36,8,183.1,45.51,0.05,11.41479,0
3659,2026-04-21 04:10:32,275.0,49,16,185.7,45.77,0.05,11.39781,0
3660,2026-04-21 04:10:36,185.0,46,13,187.4,46.03,0.05,11.39146,0
3661,2026-04-21 04:10:39,135.0,32,8,186.3,45.73,0.05,11.38099,0
3662,2026-04-21 04:10:43,155.0,41,12,187.1,45.82,0.05,11.36291,0
3663,2026-04-21 04:10:49,345.0,63,21,187.0,45.85,0.05,11.32794,0
3664,2026-04-21 04:10:55,265.0,60,19,188.9,46.13,0.05,11.38071,0
3665,2026-04-21 04:10:58,95.0,29,6,189.3,46.14,0.05,11.37756,0
3666,2026-04-21 04:11:01,95.0,31,8,187.3,45.82,0.05,11.3848,0
3667,2026-04-21 04:11:07,345.0,64,21,189.0,45.97,0.05,11.47226,0
3668,2026-04-21 04:11:10,55.0,29,4,186.8,45.68,0.05,11.48262,0
3669,2026-04-21 04:11:14,95.0,35,8,186.4,45.61,0.05,11.52236,0
3670,2026-04-21 04:11:17,95.0,39,10,186.9,45.79,0.05,11.5078,0
3671,2026-04-21 04:11:20,45.0,25,5,186.4,45.68,0.05,11.5179,0
3672,2026-04-21 04:11:24,145.0,40,9,185.7,45.51,0.05,11.48664,0
3673,2026-04-21 04:11:27,95.0,41,10,185.3,45.51,0.05,11.44952,0
3674,2026-04-21 04:11:32,155.0,43,12,185.4,45.5,0.05,11.44773,0
3675,2026-04-21 04:11:35,95.0,36,8,186.4,45.73,0.05,11.42068,0
3676,2026-04-21 04:11:38,75.0,29,6,187.0,45.85,0.05,11.42243,0
3677,2026-04-21 04:11:45,345.0,73,27,188.2,46.07,0.05,11.43819,0
3678,2026-04-21 04:11:49,185.0,44,13,188.7,46.07,0.05,11.39204,0
3679,2026-04-21 04:11:53,155.0,44,12,182.2,45.9,0.05,11.44487,0
3680,2026-04-21 04:11:58,215.0,48,14,182.6,45.94,0.05,11.41253,0
3681,2026-04-21 04:12:01,55.0,31,6,181.6,45.84,0.05,11.40959,0
3682,2026-04-21 04:12:05,105.0,39,9,182.6,46.1,0.05,11.4367,0
3683,2026-04-21 04:12:08,105.0,31,7,181.7,45.84,0.05,11.4215,0
3684,2026-04-21 04:12:12,225.0,50,15,183.9,46.17,0.05,11.3896,0
3685,2026-04-21 04:12:16,135.0,39,12,184.0,46.14,0.05,11.41423,0
3686,2026-04-21 04:12:24,475.0,81,30,187.5,46.6,0.05,11.42137,0
3687,2026-04-21 04:12:28,295.0,50,18,185.8,46.24,0.05,11.4264,0
3688,2026-04-21 04:12:35,285.0,69,23,188.2,46.66,0.05,11.38792,0
3689,2026-04-21 04:12:42,355.0,72,26,190.6,46.98,0.05,11.30078,0
3690,2026-04-21 04:12:46,155.0,39,10,189.6,46.73,0.05,11.32979,0
3691,2026-04-21 04:12:48,85.0,25,5,189.8,46.65,0.05,11.31065,0
3692,2026-04-21 04:12:50,65.0,26,5,189.6,46.59,0.05,11.30297,0
3693,2026-04-21 04:12:57,295.0,72,26,189.2,46.62,0.05,11.25166,0
3694,2026-04-21 04:13:02,175.0,46,14,189.6,46.65,0.05,11.28134,0
3695,2026-04-21 04:13:10,435.0,86,34,189.8,46.8,0.05,11.27674,0
3696,2026-04-21 04:13:15,265.0,56,19,189.8,46.82,0.05,11.35242,0
3697,2026-04-21 04:13:18,105.0,30,9,188.8,46.57,0.05,11.28389,0
3698,2026-04-21 04:13:22,145.0,41,9,189.9,46.75,0.05,11.31634,0
3699,2026-04-21 04:13:26,165.0,45,13,187.1,46.47,0.05,11.30051,0
3700,2026-04-21 04:13:30,105.0,39,9,185.5,46.29,0.05,11.29436,0
3701,2026-04-21 04:13:33,115.0,35,8,181.9,45.77,0.05,11.30516,0
3702,2026-04-21 04:13:38,165.0,47,13,182.1,45.77,0.05,11.25087,0
3703,2026-04-21 04:13:45,1075.0,79,34,191.9,46.26,0.05,11.25421,0
3704,2026-04-21 04:13:49,125.0,41,11,190.9,46.2,0.05,11.27502,0
3705,2026-04-21 04:13:54,215.0,53,16,191.4,46.26,0.05,11.32472,0
3706,2026-04-21 04:14:01,355.0,74,26,194.5,46.71,0.05,11.34972,0
3707,2026-04-21 04:14:05,105.0,39,9,194.0,46.69,0.05,11.41799,0
3708,2026-04-21 04:14:09,185.0,47,13,194.0,46.69,0.05,11.41099,0
3709,2026-04-21 04:14:18,505.0,90,35,198.0,47.24,0.05,11.4074,0
3710,2026-04-21 04:14:22,85.0,40,9,198.4,47.34,0.05,11.40289,0
3711,2026-04-21 04:14:28,355.0,62,22,201.4,47.74,0.05,11.38622,0
3712,2026-04-21 04:14:32,165.0,51,15,202.6,48.0,0.05,11.39495,0
3713,2026-04-21 04:14:38,255.0,58,18,204.8,48.32,0.05,11.37257,0
3714,2026-04-21 04:14:42,115.0,39,10,202.1,48.08,0.05,11.3814,0
3715,2026-04-21 04:14:47,255.0,59,20,203.3,48.23,0.05,11.3926,0
3716,2026-04-21 04:14:50,55.0,27,4,200.6,47.89,0.05,11.37437,0
3717,2026-04-21 04:14:55,295.0,55,18,202.2,48.01,0.05,11.41989,0
3718,2026-04-21 04:14:57,45.0,18,3,201.1,47.78,0.05,11.40287,0
3719,2026-04-21 04:15:00,205.0,34,11,202.3,47.76,0.05,11.33343,0
3720,2026-04-21 04:15:05,165.0,50,15,201.8,47.74,0.05,11.34176,0
3721,2026-04-21 04:15:09,175.0,46,14,200.6,47.56,0.05,11.35764,0
3722,2026-04-21 04:15:13,115.0,40,10,199.2,47.41,0.05,11.36565,0
3723,2026-04-21 04:15:18,165.0,50,15,196.8,47.26,0.05,11.32139,0
3724,2026-04-21 04:15:20,35.0,24,4,197.1,47.29,0.05,11.34238,0
3725,2026-04-21 04:15:24,135.0,41,12,197.5,47.36,0.05,11.30823,0
3726,2026-04-21 04:15:26,45.0,20,3,193.8,46.8,0.05,11.27097,0
3727,2026-04-21 04:15:29,85.0,28,5,188.6,45.93,0.05,11.26486,0
3728,2026-04-21 04:15:32,95.0,32,8,188.3,45.87,0.05,11.22546,0
3729,2026-04-21 04:15:38,325.0,62,23,191.4,46.32,0.05,11.19573,0
3730,2026-04-21 04:15:44,265.0,65,23,192.8,46.53,0.05,11.22721,0
3731,2026-04-21 04:15:48,115.0,43,12,187.2,45.93,0.05,11.23935,0
3732,2026-04-21 04:15:53,285.0,53,17,185.7,45.66,0.05,11.30718,0
3733,2026-04-21 04:15:58,225.0,49,15,185.2,45.55,0.05,11.35097,0
3734,2026-04-21 04:16:02,215.0,47,14,186.4,45.67,0.05,11.31904,0
3735,2026-04-21 04:16:07,145.0,47,13,186.7,45.73,0.05,11.34947,0
3736,2026-04-21 04:16:09,35.0,25,4,183.8,45.41,0.05,11.34136,0
3737,2026-04-21 04:16:19,595.0,101,42,189.1,46.1,0.05,11.34361,0
3738,2026-04-21 04:16:24,175.0,51,16,190.9,46.47,0.05,11.31544,0
3739,2026-04-21 04:16:27,105.0,34,7,191.3,46.5,0.05,11.32275,0
3740,2026-04-21 04:16:34,445.0,77,29,194.3,46.84,0.05,11.31883,0
3741,2026-04-21 04:16:40,145.0,48,13,192.8,46.68,0.05,11.28459,0
3742,2026-04-21 04:16:42,85.0,23,5,190.8,46.29,0.05,11.26405,0
3743,2026-04-21 04:16:48,245.0,59,19,192.4,46.57,0.05,11.24961,0
3744,2026-04-21 04:16:51,65.0,29,5,190.9,46.34,0.05,11.24756,0
3745,2026-04-21 04:16:54,95.0,33,8,190.4,46.21,0.05,11.25075,0
3746,2026-04-21 04:16:57,65.0,33,7,190.2,46.17,0.05,11.29608,0
3747,2026-04-21 04:17:03,425.0,63,21,190.5,46.05,0.05,11.32306,0
3748,2026-04-21 04:17:06,135.0,36,10,191.2,46.07,0.05,11.38042,0
3749,2026-04-21 04:17:13,345.0,66,23,193.6,46.41,0.05,11.45571,0
3750,2026-04-21 04:17:20,355.0,73,26,193.4,46.39,0.05,11.38923,0
3751,2026-04-21 04:17:26,275.0,67,24,195.1,46.67,0.05,11.26487,0
3752,2026-04-21 04:17:28,15.0,19,2,193.8,46.41,0.05,11.25267,0
3753,2026-04-21 04:17:32,135.0,46,12,193.7,46.46,0.05,11.22283,0
3754,2026-04-21 04:17:35,85.0,27,7,194.4,46.49,0.05,11.24059,0
3755,2026-04-21 04:17:38,95.0,35,8,194.4,46.51,0.05,11.22497,0
3756,2026-04-21 04:17:40,15.0,21,2,191.1,45.98,0.05,11.19147,0
3757,2026-04-21 04:17:44,155.0,45,12,191.1,46.0,0.05,11.24558,0
3758,2026-04-21 04:17:46,45.0,18,3,190.8,45.82,0.05,11.23669,0
3759,2026-04-21 04:17:50,145.0,44,11,189.5,45.77,0.05,11.31179,0
3760,2026-04-21 04:17:57,395.0,73,26,191.6,46.04,0.05,11.31476,0
3761,2026-04-21 04:18:02,185.0,49,15,192.1,46.21,0.05,11.2904,0
3762,2026-04-21 04:18:06,115.0,41,10,191.7,46.21,0.05,11.29505,0
3763,2026-04-21 04:18:13,385.0,71,25,192.1,46.29,0.05,11.28619,0
3764,2026-04-21 04:18:17,155.0,49,14,191.0,46.18,0.05,11.28482,0
3765,2026-04-21 04:18:20,75.0,28,6,190.8,46.17,0.05,11.28291,0
3766,2026-04-21 04:18:22,15.0,21,2,190.0,46.07,0.05,11.30815,0
3767,2026-04-21 04:18:25,95.0,33,8,187.5,45.76,0.05,11.29197,0
3768,2026-04-21 04:18:29,125.0,37,11,188.2,45.84,0.05,11.27518,0
3769,2026-04-21 04:18:34,175.0,50,14,189.0,45.99,0.05,11.2788,0
3770,2026-04-21 04:18:45,595.0,113,46,194.0,46.73,0.05,11.21886,0
3771,2026-04-21 04:18:50,275.0,57,18,196.3,47.05,0.05,11.21739,0
3772,2026-04-21 04:18:55,215.0,48,16,197.0,47.13,0.05,11.21816,0
3773,2026-04-21 04:18:59,275.0,51,16,198.8,47.23,0.05,11.25197,0
3774,2026-04-21 04:19:02,5.0,26,1,197.3,47.06,0.05,11.26125,0
3775,2026-04-21 04:19:05,45.0,27,5,196.8,46.97,0.05,11.23622,0
3776,2026-04-21 04:19:09,155.0,43,12,197.6,47.11,0.05,11.22039,0
3777,2026-04-21 04:19:15,355.0,62,22,197.7,47.0,0.05,11.21259,0
3778,2026-04-21 04:19:20,285.0,59,19,198.7,47.15,0.05,11.1808,0
3779,2026-04-21 04:19:23,65.0,30,5,197.8,47.01,0.05,11.19806,0
3780,2026-04-21 04:19:28,295.0,55,18,198.6,47.08,0.05,11.21438,0
3781,2026-04-21 04:19:32,225.0,43,11,200.3,47.2,0.05,11.23,0
3782,2026-04-21 04:19:35,105.0,28,7,200.3,47.09,0.05,11.22909,0
3783,2026-04-21 04:19:44,505.0,95,37,204.3,47.73,0.05,11.22158,0
3784,2026-04-21 04:19:48,155.0,45,12,203.6,47.68,0.05,11.20436,0
3785,2026-04-21 04:19:52,125.0,35,9,203.5,47.64,0.05,11.21729,0
3786,2026-04-21 04:20:00,405.0,81,31,202.8,47.64,0.05,11.22178,0
3787,2026-04-21 04:20:03,85.0,39,9,200.7,47.53,0.05,11.2129,0
3788,2026-04-21 04:20:12,485.0,88,35,202.7,47.72,0.05,11.16375,0
3789,2026-04-21 04:20:15,95.0,31,8,200.1,47.31,0.05,11.1718,0
