episode,timestamp,total_reward,pieces_placed,lines_cleared,avg_reward_100,avg_pieces_100,epsilon,avg_loss_200,curriculum_level
1208,2026-04-21 01:09:33,95.0,39,10,162.2,46.57,0.05,5.53657,0
1209,2026-04-21 01:09:36,95.0,36,8,161.3,46.53,0.05,5.5385,0
1210,2026-04-21 01:09:39,85.0,35,7,161.1,46.54,0.05,5.53662,0
1211,2026-04-21 01:09:45,205.0,59,19,162.9,46.86,0.05,5.50686,0
1212,2026-04-21 01:09:49,145.0,43,13,163.4,46.87,0.05,5.50718,0
1213,2026-04-21 01:09:54,135.0,49,14,163.8,47.0,0.05,5.48352,0
1214,2026-04-21 01:09:58,155.0,49,14,162.7,46.92,0.05,5.49149,0
1215,2026-04-21 01:10:03,135.0,47,14,162.7,46.95,0.05,5.50034,0
1216,2026-04-21 01:10:06,105.0,40,11,162.8,46.99,0.05,5.50915,0
1217,2026-04-21 01:10:12,245.0,58,19,163.6,47.08,0.05,5.51666,0
1218,2026-04-21 01:10:19,385.0,83,31,166.2,47.48,0.05,5.51579,0
1219,2026-04-21 01:10:24,125.0,45,13,165.5,47.38,0.05,5.50183,0
1220,2026-04-21 01:10:26,25.0,27,3,164.3,47.21,0.05,5.53121,0
1221,2026-04-21 01:10:32,245.0,59,21,166.7,47.58,0.05,5.54773,0
1222,2026-04-21 01:10:38,245.0,67,23,168.7,47.97,0.05,5.58902,0
1223,2026-04-21 01:10:44,365.0,62,23,171.0,48.1,0.05,5.56436,0
1224,2026-04-21 01:10:48,165.0,46,13,171.3,48.2,0.05,5.54555,0
1225,2026-04-21 01:10:51,95.0,29,6,171.0,48.07,0.05,5.5546,0
1226,2026-04-21 01:10:57,245.0,59,21,170.8,48.01,0.05,5.58029,0
1227,2026-04-21 01:11:04,385.0,74,29,173.7,48.36,0.05,5.59185,0
1228,2026-04-21 01:11:09,215.0,51,16,175.7,48.64,0.05,5.62811,0
1229,2026-04-21 01:11:13,195.0,47,14,177.3,48.87,0.05,5.58399,0
1230,2026-04-21 01:11:20,295.0,70,24,178.5,49.08,0.05,5.57418,0
1231,2026-04-21 01:11:25,185.0,52,17,178.3,49.01,0.05,5.57276,0
1232,2026-04-21 01:11:30,185.0,55,17,177.2,48.88,0.05,5.56998,0
1233,2026-04-21 01:11:35,245.0,54,19,179.0,49.16,0.05,5.58826,0
1234,2026-04-21 01:11:40,215.0,58,20,177.3,48.96,0.05,5.61951,0
1235,2026-04-21 01:11:44,85.0,39,9,177.7,49.05,0.05,5.62922,0
1236,2026-04-21 01:11:47,75.0,33,8,177.0,48.94,0.05,5.64287,0
1237,2026-04-21 01:11:57,485.0,103,41,180.1,49.44,0.05,5.69217,0
1238,2026-04-21 01:12:01,115.0,43,12,180.3,49.45,0.05,5.7006,0
1239,2026-04-21 01:12:04,115.0,41,10,180.3,49.43,0.05,5.69636,0
1240,2026-04-21 01:12:09,205.0,49,15,181.2,49.46,0.05,5.69306,0
1241,2026-04-21 01:12:16,305.0,75,27,182.7,49.69,0.05,5.63546,0
1242,2026-04-21 01:12:19,105.0,34,9,183.2,49.72,0.05,5.64258,0
1243,2026-04-21 01:12:24,245.0,52,17,184.3,49.79,0.05,5.64201,0
1244,2026-04-21 01:12:30,235.0,58,18,185.3,49.97,0.05,5.62377,0
1245,2026-04-21 01:12:32,35.0,28,4,182.3,49.5,0.05,5.63558,0
1246,2026-04-21 01:12:36,145.0,37,11,180.4,49.07,0.05,5.68025,0
1247,2026-04-21 01:12:40,105.0,41,11,176.7,48.55,0.05,5.66622,0
1248,2026-04-21 01:12:43,135.0,40,10,176.3,48.48,0.05,5.67874,0
1249,2026-04-21 01:12:47,135.0,44,12,176.7,48.58,0.05,5.68542,0
1250,2026-04-21 01:12:54,455.0,75,28,180.7,49.03,0.05,5.68321,0
1251,2026-04-21 01:12:57,55.0,32,6,180.0,48.96,0.05,5.69236,0
1252,2026-04-21 01:13:04,315.0,63,22,181.4,49.1,0.05,5.73253,0
1253,2026-04-21 01:13:09,175.0,54,16,181.0,49.08,0.05,5.69979,0
1254,2026-04-21 01:13:13,775.0,50,20,186.5,49.0,0.05,5.69867,0
1255,2026-04-21 01:13:16,85.0,32,7,185.1,48.72,0.05,5.71065,0
1256,2026-04-21 01:13:21,165.0,48,15,185.5,48.86,0.05,5.73358,0
1257,2026-04-21 01:13:24,55.0,28,4,185.5,48.92,0.05,5.73816,0
1258,2026-04-21 01:13:27,135.0,40,12,185.2,48.89,0.05,5.78634,0
1259,2026-04-21 01:13:30,25.0,26,3,183.5,48.55,0.05,5.77511,0
1260,2026-04-21 01:13:34,155.0,48,14,184.3,48.64,0.05,5.76717,0
1261,2026-04-21 01:13:38,115.0,41,10,184.2,48.62,0.05,5.75863,0
1262,2026-04-21 01:13:44,295.0,61,20,184.1,48.56,0.05,5.75846,0
1263,2026-04-21 01:13:46,35.0,27,4,183.4,48.49,0.05,5.74629,0
1264,2026-04-21 01:13:49,25.0,26,3,182.2,48.29,0.05,5.75262,0
1265,2026-04-21 01:13:55,285.0,66,23,183.1,48.41,0.05,5.78627,0
1266,2026-04-21 01:13:58,45.0,29,5,182.1,48.27,0.05,5.81282,0
1267,2026-04-21 01:14:01,95.0,34,8,181.7,48.16,0.05,5.81164,0
1268,2026-04-21 01:14:04,115.0,37,8,181.8,48.11,0.05,5.79061,0
1269,2026-04-21 01:14:10,245.0,61,21,182.9,48.24,0.05,5.7897,0
1270,2026-04-21 01:14:13,75.0,35,8,179.6,47.69,0.05,5.80236,0
1271,2026-04-21 01:14:16,75.0,32,8,170.3,47.14,0.05,5.76878,0
1272,2026-04-21 01:14:20,135.0,41,10,170.6,47.17,0.05,5.80014,0
1273,2026-04-21 01:14:27,335.0,73,26,172.9,47.47,0.05,5.8365,0
1274,2026-04-21 01:14:30,85.0,36,9,173.2,47.51,0.05,5.85689,0
1275,2026-04-21 01:14:33,75.0,31,6,173.0,47.46,0.05,5.87678,0
1276,2026-04-21 01:14:37,85.0,39,9,171.9,47.29,0.05,5.90209,0
1277,2026-04-21 01:14:42,255.0,61,20,173.4,47.53,0.05,5.89921,0
1278,2026-04-21 01:14:49,355.0,70,24,175.7,47.8,0.05,5.89882,0
1279,2026-04-21 01:14:56,355.0,75,28,178.7,48.22,0.05,5.88875,0
1280,2026-04-21 01:14:59,75.0,37,8,178.7,48.21,0.05,5.86226,0
1281,2026-04-21 01:15:02,35.0,25,4,174.3,47.5,0.05,5.87175,0
1282,2026-04-21 01:15:05,125.0,38,9,174.0,47.35,0.05,5.85398,0
1283,2026-04-21 01:15:09,105.0,38,9,174.3,47.36,0.05,5.8805,0
1284,2026-04-21 01:15:14,215.0,58,18,175.1,47.46,0.05,5.86963,0
1285,2026-04-21 01:15:20,265.0,63,21,176.9,47.71,0.05,5.88003,0
1286,2026-04-21 01:15:25,205.0,49,15,175.9,47.55,0.05,5.90355,0
1287,2026-04-21 01:15:29,135.0,47,14,175.5,47.47,0.05,5.91505,0
1288,2026-04-21 01:15:34,225.0,54,17,176.6,47.69,0.05,5.92899,0
1289,2026-04-21 01:15:39,175.0,49,14,176.9,47.76,0.05,5.95446,0
1290,2026-04-21 01:15:43,145.0,46,13,177.8,47.92,0.05,5.95816,0
1291,2026-04-21 01:15:46,65.0,34,7,175.7,47.7,0.05,5.95419,0
1292,2026-04-21 01:15:53,165.0,51,15,177.1,48.01,0.05,5.91124,0
1293,2026-04-21 01:15:58,95.0,39,10,177.0,48.03,0.05,5.91922,0
1294,2026-04-21 01:16:03,95.0,40,10,174.9,47.71,0.05,5.91494,0
1295,2026-04-21 01:16:08,145.0,44,11,175.8,47.89,0.05,5.93623,0
1296,2026-04-21 01:16:13,145.0,43,13,175.6,47.81,0.05,5.96205,0
1297,2026-04-21 01:16:19,195.0,50,16,176.3,47.88,0.05,5.97484,0
1298,2026-04-21 01:16:22,85.0,31,7,174.4,47.56,0.05,5.98346,0
1299,2026-04-21 01:16:30,315.0,64,22,174.9,47.62,0.05,6.00134,0
1300,2026-04-21 01:16:36,215.0,52,16,175.4,47.6,0.05,5.98572,0
1301,2026-04-21 01:16:40,35.0,26,4,174.8,47.47,0.05,5.99763,0
1302,2026-04-21 01:16:44,45.0,31,5,173.3,47.25,0.05,6.01627,0
1303,2026-04-21 01:16:50,145.0,40,11,173.1,47.16,0.05,6.02101,0
1304,2026-04-21 01:16:56,95.0,37,8,171.8,46.91,0.05,6.02273,0
1305,2026-04-21 01:17:01,65.0,27,5,171.6,46.87,0.05,6.02105,0
1306,2026-04-21 01:17:06,75.0,33,6,170.8,46.8,0.05,6.00627,0
1307,2026-04-21 01:17:14,235.0,55,18,171.4,46.82,0.05,6.00444,0
1308,2026-04-21 01:17:21,175.0,55,16,172.2,46.98,0.05,5.97349,0
1309,2026-04-21 01:17:28,255.0,65,22,173.8,47.27,0.05,5.97664,0
1310,2026-04-21 01:17:31,65.0,28,5,173.6,47.2,0.05,6.02418,0
1311,2026-04-21 01:17:36,145.0,42,11,173.0,47.03,0.05,6.01571,0
1312,2026-04-21 01:17:40,155.0,43,12,173.1,47.03,0.05,6.00914,0
1313,2026-04-21 01:17:45,125.0,42,11,173.0,46.96,0.05,6.03125,0
1314,2026-04-21 01:17:49,195.0,44,12,173.4,46.91,0.05,6.06792,0
1315,2026-04-21 01:17:52,145.0,38,11,173.5,46.82,0.05,6.03889,0
1316,2026-04-21 01:17:56,85.0,35,7,173.3,46.77,0.05,6.03635,0
1317,2026-04-21 01:18:03,465.0,79,29,175.5,46.98,0.05,6.06534,0
1318,2026-04-21 01:18:07,135.0,44,12,173.0,46.59,0.05,6.03661,0
1319,2026-04-21 01:18:18,595.0,117,48,177.7,47.31,0.05,6.05252,0
1320,2026-04-21 01:18:22,175.0,45,12,179.2,47.49,0.05,6.01874,0
1321,2026-04-21 01:18:26,95.0,41,10,177.7,47.31,0.05,6.05188,0
1322,2026-04-21 01:18:32,425.0,71,27,179.5,47.35,0.05,6.04671,0
1323,2026-04-21 01:18:36,115.0,42,10,177.0,47.15,0.05,6.08217,0
1324,2026-04-21 01:18:39,35.0,27,4,175.7,46.96,0.05,6.11514,0
1325,2026-04-21 01:18:44,185.0,46,13,176.6,47.13,0.05,6.10497,0
1326,2026-04-21 01:18:55,495.0,97,38,179.1,47.51,0.05,6.09439,0
1327,2026-04-21 01:18:58,125.0,31,7,176.5,47.08,0.05,6.07194,0
1328,2026-04-21 01:19:03,165.0,45,13,176.0,47.02,0.05,6.07307,0
1329,2026-04-21 01:19:09,275.0,64,22,176.8,47.19,0.05,6.08626,0
1330,2026-04-21 01:19:15,205.0,50,15,175.9,46.99,0.05,6.09316,0
1331,2026-04-21 01:19:17,25.0,27,3,174.3,46.74,0.05,6.10915,0
1332,2026-04-21 01:19:20,35.0,28,4,172.8,46.47,0.05,6.11192,0
1333,2026-04-21 01:19:22,-5.0,16,0,170.3,46.09,0.05,6.12278,0
1334,2026-04-21 01:19:24,35.0,25,4,168.5,45.76,0.05,6.11435,0
1335,2026-04-21 01:19:29,205.0,46,15,169.7,45.83,0.05,6.14386,0
1336,2026-04-21 01:19:35,195.0,54,16,170.9,46.04,0.05,6.15424,0
1337,2026-04-21 01:19:38,65.0,34,7,166.7,45.35,0.05,6.16479,0
1338,2026-04-21 01:19:42,115.0,36,10,166.7,45.28,0.05,6.16974,0
1339,2026-04-21 01:19:46,115.0,38,10,166.7,45.25,0.05,6.14964,0
1340,2026-04-21 01:19:53,245.0,63,21,167.1,45.39,0.05,6.12697,0
1341,2026-04-21 01:19:57,135.0,44,12,165.4,45.08,0.05,6.17117,0
1342,2026-04-21 01:20:04,305.0,71,25,167.4,45.45,0.05,6.20923,0
1343,2026-04-21 01:20:10,235.0,52,16,167.3,45.45,0.05,6.25425,0
1344,2026-04-21 01:20:20,505.0,93,37,170.0,45.8,0.05,6.26962,0
1345,2026-04-21 01:20:23,135.0,35,8,171.0,45.87,0.05,6.26474,0
1346,2026-04-21 01:20:27,165.0,40,11,171.2,45.9,0.05,6.2263,0
1347,2026-04-21 01:20:31,125.0,41,11,171.4,45.9,0.05,6.23051,0
1348,2026-04-21 01:20:35,145.0,40,11,171.5,45.9,0.05,6.18563,0
1349,2026-04-21 01:20:41,375.0,75,28,173.9,46.21,0.05,6.17991,0
1350,2026-04-21 01:20:46,185.0,53,17,171.2,45.99,0.05,6.19308,0
1351,2026-04-21 01:20:52,225.0,59,19,172.9,46.26,0.05,6.25067,0
1352,2026-04-21 01:20:56,125.0,43,11,171.0,46.06,0.05,6.26492,0
1353,2026-04-21 01:20:58,45.0,28,5,169.7,45.8,0.05,6.25892,0
1354,2026-04-21 01:21:04,275.0,70,24,164.7,46.0,0.05,6.26974,0
1355,2026-04-21 01:21:07,55.0,30,6,164.4,45.98,0.05,6.25605,0
1356,2026-04-21 01:21:10,65.0,34,7,163.4,45.84,0.05,6.24367,0
1357,2026-04-21 01:21:12,45.0,23,3,163.3,45.79,0.05,6.24415,0
1358,2026-04-21 01:21:16,75.0,36,8,162.7,45.75,0.05,6.25285,0
1359,2026-04-21 01:21:20,145.0,42,11,163.9,45.91,0.05,6.26037,0
1360,2026-04-21 01:21:24,155.0,51,16,163.9,45.94,0.05,6.27814,0
1361,2026-04-21 01:21:31,345.0,70,25,166.2,46.23,0.05,6.29517,0
1362,2026-04-21 01:21:34,105.0,40,11,164.3,46.02,0.05,6.31451,0
1363,2026-04-21 01:21:38,75.0,35,8,164.7,46.1,0.05,6.36589,0
1364,2026-04-21 01:21:44,135.0,45,12,165.8,46.29,0.05,6.34319,0
1365,2026-04-21 01:21:51,275.0,54,18,165.7,46.17,0.05,6.32405,0
1366,2026-04-21 01:21:54,45.0,29,5,165.7,46.17,0.05,6.31337,0
1367,2026-04-21 01:21:58,115.0,38,12,165.9,46.21,0.05,6.31604,0
1368,2026-04-21 01:22:15,595.0,97,38,170.7,46.81,0.05,6.35146,0
1369,2026-04-21 01:22:21,75.0,37,8,169.0,46.57,0.05,6.33632,0
1370,2026-04-21 01:22:26,105.0,39,9,169.3,46.61,0.05,6.3641,0
1371,2026-04-21 01:22:33,205.0,52,17,170.6,46.81,0.05,6.36885,0
1372,2026-04-21 01:22:42,255.0,70,24,171.8,47.1,0.05,6.3256,0
1373,2026-04-21 01:22:45,45.0,27,5,168.9,46.64,0.05,6.3334,0
1374,2026-04-21 01:22:50,195.0,46,16,170.0,46.74,0.05,6.30091,0
1375,2026-04-21 01:22:54,75.0,34,8,170.0,46.77,0.05,6.29706,0
1376,2026-04-21 01:22:59,145.0,47,13,170.6,46.85,0.05,6.36453,0
1377,2026-04-21 01:23:03,45.0,31,5,168.5,46.55,0.05,6.37097,0
1378,2026-04-21 01:23:11,335.0,72,26,168.3,46.57,0.05,6.40108,0
1379,2026-04-21 01:23:14,5.0,21,1,164.8,46.03,0.05,6.38578,0
1380,2026-04-21 01:23:20,95.0,37,8,165.0,46.03,0.05,6.36413,0
1381,2026-04-21 01:23:22,25.0,23,3,164.9,46.01,0.05,6.38212,0
1382,2026-04-21 01:23:27,65.0,35,7,164.3,45.98,0.05,6.34948,0
1383,2026-04-21 01:23:32,285.0,54,17,166.1,46.14,0.05,6.31429,0
1384,2026-04-21 01:23:37,145.0,50,15,165.4,46.06,0.05,6.32561,0
1385,2026-04-21 01:23:40,75.0,35,8,163.5,45.78,0.05,6.35677,0
1386,2026-04-21 01:23:43,55.0,31,6,162.0,45.6,0.05,6.3495,0
1387,2026-04-21 01:23:46,95.0,33,8,161.6,45.46,0.05,6.34725,0
1388,2026-04-21 01:23:52,235.0,59,20,161.7,45.51,0.05,6.39372,0
1389,2026-04-21 01:23:54,85.0,32,7,160.8,45.34,0.05,6.40054,0
1390,2026-04-21 01:23:58,115.0,37,10,160.5,45.25,0.05,6.38379,0
1391,2026-04-21 01:24:01,75.0,34,8,160.6,45.25,0.05,6.39042,0
1392,2026-04-21 01:24:06,205.0,50,15,161.0,45.24,0.05,6.38966,0
1393,2026-04-21 01:24:10,215.0,54,16,162.2,45.39,0.05,6.35179,0
1394,2026-04-21 01:24:14,225.0,44,13,163.5,45.43,0.05,6.34204,0
1395,2026-04-21 01:24:19,175.0,46,14,163.8,45.45,0.05,6.33088,0
1396,2026-04-21 01:24:22,65.0,33,7,163.0,45.35,0.05,6.34527,0
1397,2026-04-21 01:24:27,265.0,60,19,163.7,45.45,0.05,6.36002,0
1398,2026-04-21 01:24:32,175.0,50,16,164.6,45.64,0.05,6.38273,0
1399,2026-04-21 01:24:34,55.0,29,6,162.0,45.29,0.05,6.40391,0
1400,2026-04-21 01:24:39,225.0,53,17,162.1,45.3,0.05,6.44409,0
1401,2026-04-21 01:24:44,235.0,49,14,164.1,45.53,0.05,6.49007,0
1402,2026-04-21 01:24:49,205.0,49,15,165.7,45.71,0.05,6.48735,0
1403,2026-04-21 01:24:54,175.0,51,16,166.0,45.82,0.05,6.46812,0
1404,2026-04-21 01:24:58,115.0,44,12,166.2,45.89,0.05,6.43695,0
1405,2026-04-21 01:25:02,145.0,44,13,167.0,46.06,0.05,6.42872,0
1406,2026-04-21 01:25:05,125.0,38,9,167.5,46.11,0.05,6.43509,0
1407,2026-04-21 01:25:11,245.0,61,21,167.6,46.17,0.05,6.43114,0
1408,2026-04-21 01:25:12,-5.0,13,0,165.8,45.75,0.05,6.43373,0
1409,2026-04-21 01:25:13,5.0,13,1,163.3,45.23,0.05,6.4273,0
1410,2026-04-21 01:25:19,215.0,62,20,164.8,45.57,0.05,6.46361,0
1411,2026-04-21 01:25:21,45.0,27,5,163.8,45.42,0.05,6.45836,0
1412,2026-04-21 01:25:27,335.0,64,22,165.6,45.63,0.05,6.46807,0
1413,2026-04-21 01:25:31,155.0,42,12,165.9,45.63,0.05,6.44064,0
1414,2026-04-21 01:25:39,265.0,61,21,166.6,45.8,0.05,6.41301,0
1415,2026-04-21 01:25:42,45.0,28,5,165.6,45.7,0.05,6.42162,0
1416,2026-04-21 01:25:48,295.0,60,20,167.7,45.95,0.05,6.42594,0
1417,2026-04-21 01:25:52,105.0,43,11,164.1,45.59,0.05,6.45008,0
1418,2026-04-21 01:25:56,75.0,37,8,163.5,45.52,0.05,6.46818,0
1419,2026-04-21 01:25:58,65.0,26,5,158.2,44.61,0.05,6.47319,0
1420,2026-04-21 01:26:02,125.0,41,11,157.7,44.57,0.05,6.46444,0
1421,2026-04-21 01:26:05,85.0,37,9,157.6,44.53,0.05,6.44583,0
1422,2026-04-21 01:26:10,215.0,52,16,155.5,44.34,0.05,6.46272,0
1423,2026-04-21 01:26:12,65.0,29,5,155.0,44.21,0.05,6.46887,0
1424,2026-04-21 01:26:18,285.0,70,25,157.5,44.64,0.05,6.47503,0
1425,2026-04-21 01:26:21,5.0,24,1,155.7,44.42,0.05,6.48081,0
1426,2026-04-21 01:26:24,95.0,36,8,151.7,43.81,0.05,6.50127,0
1427,2026-04-21 01:26:28,735.0,48,18,157.8,43.98,0.05,6.51774,0
1428,2026-04-21 01:26:31,85.0,29,7,157.0,43.82,0.05,6.5314,0
1429,2026-04-21 01:26:35,195.0,47,14,156.2,43.65,0.05,6.50178,0
1430,2026-04-21 01:26:40,135.0,42,10,155.5,43.57,0.05,6.47317,0
1431,2026-04-21 01:26:42,25.0,25,3,155.5,43.55,0.05,6.45411,0
1432,2026-04-21 01:26:45,65.0,31,7,155.8,43.58,0.05,6.47892,0
1433,2026-04-21 01:26:52,325.0,61,21,159.1,44.03,0.05,6.43847,0
1434,2026-04-21 01:26:56,135.0,46,12,160.1,44.24,0.05,6.45147,0
1435,2026-04-21 01:26:59,15.0,23,2,158.2,44.01,0.05,6.48101,0
1436,2026-04-21 01:27:04,115.0,45,12,157.4,43.92,0.05,6.48365,0
1437,2026-04-21 01:27:06,25.0,26,3,157.0,43.84,0.05,6.4789,0
1438,2026-04-21 01:27:11,115.0,45,12,157.0,43.93,0.05,6.48889,0
1439,2026-04-21 01:27:15,185.0,50,15,157.7,44.05,0.05,6.53228,0
1440,2026-04-21 01:27:20,165.0,47,13,156.9,43.89,0.05,6.53042,0
1441,2026-04-21 01:27:28,105.0,39,9,156.6,43.84,0.05,6.571,0
1442,2026-04-21 01:27:31,75.0,28,6,154.3,43.41,0.05,6.57047,0
1443,2026-04-21 01:27:37,275.0,62,22,154.7,43.51,0.05,6.52958,0
1444,2026-04-21 01:27:41,125.0,43,11,150.9,43.01,0.05,6.49844,0
1445,2026-04-21 01:27:43,15.0,19,2,149.7,42.85,0.05,6.48535,0
1446,2026-04-21 01:27:47,115.0,41,12,149.2,42.86,0.05,6.45904,0
1447,2026-04-21 01:27:55,375.0,79,30,151.7,43.24,0.05,6.45957,0
1448,2026-04-21 01:28:02,445.0,79,29,154.7,43.63,0.05,6.44999,0
1449,2026-04-21 01:28:06,85.0,35,9,151.8,43.23,0.05,6.46839,0
1450,2026-04-21 01:28:11,235.0,62,20,152.3,43.32,0.05,6.48726,0
1451,2026-04-21 01:28:16,245.0,59,19,152.5,43.32,0.05,6.53546,0
1452,2026-04-21 01:28:21,165.0,49,15,152.9,43.38,0.05,6.57101,0
1453,2026-04-21 01:28:28,395.0,74,26,156.4,43.84,0.05,6.55393,0
1454,2026-04-21 01:28:34,275.0,66,24,156.4,43.8,0.05,6.54338,0
1455,2026-04-21 01:28:37,115.0,35,8,157.0,43.85,0.05,6.54402,0
1456,2026-04-21 01:28:41,125.0,40,11,157.6,43.91,0.05,6.53178,0
1457,2026-04-21 01:28:44,85.0,38,9,158.0,44.06,0.05,6.54169,0
1458,2026-04-21 01:28:48,165.0,48,13,158.9,44.18,0.05,6.51936,0
1459,2026-04-21 01:28:58,685.0,111,47,164.3,44.87,0.05,6.52834,0
1460,2026-04-21 01:29:03,165.0,52,15,164.4,44.88,0.05,6.55626,0
1461,2026-04-21 01:29:07,125.0,44,11,162.2,44.62,0.05,6.57256,0
1462,2026-04-21 01:29:12,155.0,51,16,162.7,44.73,0.05,6.56081,0
1463,2026-04-21 01:29:13,-5.0,16,0,161.9,44.54,0.05,6.53629,0
1464,2026-04-21 01:29:18,145.0,51,15,162.0,44.6,0.05,6.5421,0
1465,2026-04-21 01:29:21,85.0,35,7,160.1,44.41,0.05,6.53251,0
1466,2026-04-21 01:29:24,45.0,29,5,160.1,44.41,0.05,6.52994,0
1467,2026-04-21 01:29:29,365.0,56,21,162.6,44.59,0.05,6.52958,0
1468,2026-04-21 01:29:33,235.0,53,16,159.0,44.15,0.05,6.58388,0
1469,2026-04-21 01:29:37,185.0,40,11,160.1,44.18,0.05,6.61271,0
1470,2026-04-21 01:29:39,35.0,25,4,159.4,44.04,0.05,6.58852,0
1471,2026-04-21 01:29:43,165.0,44,11,159.0,43.96,0.05,6.60416,0
1472,2026-04-21 01:29:47,115.0,40,10,157.6,43.66,0.05,6.58479,0
1473,2026-04-21 01:29:53,295.0,63,22,160.1,44.02,0.05,6.60804,0
1474,2026-04-21 01:29:57,205.0,51,15,160.2,44.07,0.05,6.59324,0
1475,2026-04-21 01:30:00,75.0,35,8,160.2,44.08,0.05,6.60371,0
1476,2026-04-21 01:30:02,15.0,20,2,158.9,43.81,0.05,6.61449,0
1477,2026-04-21 01:30:08,325.0,67,25,161.7,44.17,0.05,6.63825,0
1478,2026-04-21 01:30:12,115.0,40,10,159.5,43.85,0.05,6.65826,0
1479,2026-04-21 01:30:20,435.0,85,32,163.8,44.49,0.05,6.65285,0
1480,2026-04-21 01:30:26,285.0,62,21,165.7,44.74,0.05,6.66844,0
1481,2026-04-21 01:30:28,85.0,29,7,166.3,44.8,0.05,6.67578,0
1482,2026-04-21 01:30:34,295.0,63,22,168.6,45.08,0.05,6.66093,0
1483,2026-04-21 01:30:39,205.0,52,17,167.8,45.06,0.05,6.68667,0
1484,2026-04-21 01:30:42,105.0,40,9,167.4,44.96,0.05,6.67935,0
1485,2026-04-21 01:30:44,-5.0,19,0,166.6,44.8,0.05,6.67506,0
1486,2026-04-21 01:30:48,95.0,41,10,167.0,44.9,0.05,6.6341,0
1487,2026-04-21 01:30:52,145.0,46,13,167.5,45.03,0.05,6.62174,0
1488,2026-04-21 01:30:57,845.0,59,23,173.6,45.03,0.05,6.60708,0
1489,2026-04-21 01:31:00,85.0,29,7,173.6,45.0,0.05,6.60743,0
1490,2026-04-21 01:31:04,135.0,43,12,173.8,45.06,0.05,6.62359,0
1491,2026-04-21 01:31:06,5.0,23,1,173.1,44.95,0.05,6.63126,0
1492,2026-04-21 01:31:07,-5.0,13,0,171.0,44.58,0.05,6.6191,0
1493,2026-04-21 01:31:16,585.0,107,43,174.7,45.11,0.05,6.66464,0
1494,2026-04-21 01:31:18,25.0,19,3,172.7,44.86,0.05,6.66364,0
1495,2026-04-21 01:31:24,325.0,69,25,174.2,45.09,0.05,6.6988,0
1496,2026-04-21 01:31:29,215.0,57,18,175.7,45.33,0.05,6.68909,0
1497,2026-04-21 01:31:32,95.0,26,6,174.0,44.99,0.05,6.6692,0
1498,2026-04-21 01:31:35,135.0,40,10,173.6,44.89,0.05,6.6888,0
1499,2026-04-21 01:31:38,35.0,24,4,173.4,44.84,0.05,6.64636,0
1500,2026-04-21 01:31:41,115.0,40,10,172.3,44.71,0.05,6.63879,0
1501,2026-04-21 01:31:43,-5.0,18,0,169.9,44.4,0.05,6.63684,0
1502,2026-04-21 01:31:47,205.0,51,15,169.9,44.42,0.05,6.68113,0
1503,2026-04-21 01:31:53,225.0,56,17,170.4,44.47,0.05,6.71616,0
1504,2026-04-21 01:31:56,85.0,39,9,170.1,44.42,0.05,6.6866,0
1505,2026-04-21 01:32:00,115.0,40,10,169.8,44.38,0.05,6.70236,0
1506,2026-04-21 01:32:06,265.0,64,23,171.2,44.64,0.05,6.70883,0
1507,2026-04-21 01:32:10,125.0,42,11,170.0,44.45,0.05,6.67871,0
1508,2026-04-21 01:32:17,405.0,85,33,174.1,45.17,0.05,6.75265,0
1509,2026-04-21 01:32:21,135.0,38,10,175.4,45.42,0.05,6.76997,0
1510,2026-04-21 01:32:25,175.0,52,16,175.0,45.32,0.05,6.77563,0
1511,2026-04-21 01:32:29,195.0,44,12,176.5,45.49,0.05,6.81363,0
1512,2026-04-21 01:32:33,135.0,43,12,174.5,45.28,0.05,6.7966,0
1513,2026-04-21 01:32:35,15.0,22,2,173.1,45.08,0.05,6.80354,0
1514,2026-04-21 01:32:40,165.0,47,13,172.1,44.94,0.05,6.80465,0
1515,2026-04-21 01:32:43,115.0,37,10,172.8,45.03,0.05,6.79198,0
1516,2026-04-21 01:32:47,165.0,46,13,171.5,44.89,0.05,6.75597,0
1517,2026-04-21 01:32:51,115.0,40,10,171.6,44.86,0.05,6.80762,0
1518,2026-04-21 01:32:56,225.0,49,15,173.1,44.98,0.05,6.82469,0
1519,2026-04-21 01:32:59,55.0,33,6,173.0,45.05,0.05,6.81148,0
1520,2026-04-21 01:33:01,25.0,25,3,172.0,44.89,0.05,6.81878,0
1521,2026-04-21 01:33:03,15.0,25,2,171.3,44.77,0.05,6.85241,0
1522,2026-04-21 01:33:06,65.0,31,7,169.8,44.56,0.05,6.8469,0
1523,2026-04-21 01:33:12,255.0,64,22,171.7,44.91,0.05,6.8128,0
1524,2026-04-21 01:33:20,505.0,91,37,173.9,45.12,0.05,6.81373,0
1525,2026-04-21 01:33:23,75.0,33,6,174.6,45.21,0.05,6.83455,0
1526,2026-04-21 01:33:27,105.0,38,9,174.7,45.23,0.05,6.88319,0
1527,2026-04-21 01:33:30,75.0,34,8,168.1,45.09,0.05,6.89494,0
1528,2026-04-21 01:33:34,105.0,36,9,168.3,45.16,0.05,6.88502,0
1529,2026-04-21 01:33:40,355.0,64,24,169.9,45.33,0.05,6.88744,0
1530,2026-04-21 01:33:44,115.0,41,10,169.7,45.32,0.05,6.86591,0
